  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
  EventTrace,     Header,            0,          2,          0,          0,          0,          0, 0x0000000000000000, 0x0000577C, 0x00005D38,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134035439592862808,         30,          0,     8192, 83951626,    26100,       12, 134035439697708556,   156250,        0, 0x0,       19,        1,        8,        0,     2688, 0xA, 0x7, 134032797185000000,         10000000, 134035439592862808, 0x1,        0, "WMITrace", "C:\Windows\Temp\WMITrace.etl"
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x0000577C, 0x00005D38,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134035439592862808,         30,          0,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
Microsoft-Windows-WMI-Activity ,          0,           11,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00003650,                    7,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134035439594945808,        135,        105, "",    65184,    65184, "IWbemServices::Connect", "MSI", "MSI", "NT AUTHORITY\SYSTEM",     2820, 134032797440208820, "ROOT\CIMV2", true
Microsoft-Windows-WMI-Activity ,          0,           50,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00002D94,                    7,             ,                     ,   {6fa4d231-df2f-424f-92c2-a348b5ab2b14},   {00000000-0000-0000-0000-000000000000},   134035439594960277,       4155,       1695, DataSize=0
Microsoft-Windows-WMI-Activity ,          0,           11,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00002D94,                    7,             ,                     ,   {6fa4d231-df2f-424f-92c2-a348b5ab2b14},                                         ,   134035439594960287,       4155,       1695, "{00000000-0000-0000-0000-000000000000}",    65185,    65186, "Start IWbemServices::ExecQuery - ROOT\CIMV2 : SELECT * FROM Win32_QuickFixEngineering", "MSI", "MSI", "NT AUTHORITY\SYSTEM",     2820, 134032797440208820, "\\.\ROOT\CIMV2", true
Microsoft-Windows-WMI-Activity ,          0,           50,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00001D64,                    6,             ,                     ,   {d7a5fa71-5289-4702-959e-c5f581356602},   {00000000-0000-0000-0000-000000000000},   134035439594993944,        615,       1095, DataSize=0
Microsoft-Windows-WMI-Activity ,          0,           12,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00001D64,                    6,             ,                     ,   {d7a5fa71-5289-4702-959e-c5f581356602},                                         ,   134035439594993952,        615,       1095,    65185, "Provider::CreateInstanceEnum - CIMWin32 : Win32_QuickFixEngineering",     3944, "CIMWin32", "{d63a5850-8f16-11cf-9f47-00aa00bf345c}", "%systemroot%\system32\wbem\cimwin32.dll"
Microsoft-Windows-WMI-Activity ,          0,           11,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00003650,                    6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134035439598795748,        135,        105, "",    65191,    65191, "IWbemServices::Connect", "MSI", "MSI", "NT AUTHORITY\NETWORK SERVICE",     2280, 134032798698015257, "ROOT\StandardCimv2", true
Microsoft-Windows-WMI-Activity ,          0,           50,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00003650,                    6,             ,                     ,   {4d22e679-25e0-48cd-b407-abf7727024a2},   {00000000-0000-0000-0000-000000000000},   134035439598800457,        135,        105, DataSize=0
Microsoft-Windows-WMI-Activity ,          0,           11,          0,         16,          4,          0,          0, 0x0000000000000000, 0x00000D04, 0x00003650,                    6,             ,                     ,   {4d22e679-25e0-48cd-b407-abf7727024a2},                                         ,   134035439598800463,        135,        105, "{00000000-0000-0000-0000-000000000000}",    65192,    65193, "Start IWbemServices::ExecQuery - ROOT\StandardCimv2 : SELECT * FROM MSFT_NetAdapterStatisticsSettingData WHERE Name = 'Wi-Fi'", "MSI", "MSI", "NT AUTHORITY\NETWORK SERVICE",     2280, 134032798698015257, "\\.\ROOT\StandardCimv2", true
